user_id,session_id,Clickout_Item_Counts,Platform,Device,City_Count,Session_Duration,Steps_Count,Interaction_Item_Rating_Count,Interaction_Item_Image_Count,Interaction_Item_Deals_Count,Change_of_Sort_Order_Count,Filter_Selection_Count,Search_for_Item_Count,Search_for_Destination_Count,Search_for_Poi_Count
0I9K040IP9K6,ebc2c07f8c919,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
7338I0Q9TXPF,3019ffa9669c0,1,BR,desktop,1,1525,4,0,0,0,0,2,0,1,0
39O6UMAJQ42E,5facf4bc85b58,1,BR,desktop,1,1152,17,0,5,0,0,8,0,0,2
8BS8UL4814OR,e4025fc09cc63,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
WTLDJE6DN1CV,3ca91271c9b68,1,BR,desktop,1,5,2,0,0,0,0,0,0,0,0
TA964YCWSRPV,0a2eb962ff5ae,1,BR,mobile,2,1106,3,0,0,1,0,0,0,1,0
DS217CD97GEN,3572a5f1e80b5,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
OSR43ZYX17F5,30446549580b3,1,BR,mobile,2,255,10,0,2,1,2,1,0,2,0
ZIHKY5PDT7YD,d08b70d7dca74,1,BR,desktop,3,894,26,2,14,2,2,3,0,2,0
5DABCXYSX4R1,7c52e083dbd14,1,BR,mobile,1,309,2,0,0,0,0,0,0,0,0
0ODGP6PVPGIH,8e57f904b70b5,1,BR,mobile,2,1415,19,1,8,1,0,0,2,3,0
GDWNNZ695XUQ,e7cf42030e275,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
FFB8A4Y8SK22,2c89833a6a626,1,BR,mobile,1,471,5,0,4,0,0,0,0,0,0
9JIDO6VN80GF,d821125f648fd,1,BR,mobile,1,817,13,1,7,1,0,0,0,0,0
SWAVDVY1I0NI,76c83afd28dd9,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
ELJ3VW8IVBQ3,9278e55aaee69,1,BR,mobile,1,218,27,0,24,0,0,0,0,1,0
06CUUG5ZBG6E,efd3ef84f4135,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
2F4L8A2JNSC4,46e19bec5901e,1,BR,mobile,1,179,3,0,0,0,0,0,0,1,0
WWU2LUB5O48H,9a3482847ebae,1,BR,mobile,1,7307,178,3,156,0,0,0,0,0,0
XW6JTTMW3NOY,2179ef30feba0,1,BR,mobile,1,5,3,0,0,0,0,0,0,0,0
7ETVF4XX51U0,cb41388afdcf0,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
8ML0K8HPF2TA,ba5e45b66ca39,1,BR,desktop,1,795,12,1,4,1,2,1,0,1,1
T3NN7D7G53NU,f93986d11b67d,1,BR,mobile,2,1289,25,0,23,0,0,0,0,0,0
18FZ0IW0NSMF,ea7c95242f965,1,BR,mobile,1,338,2,0,0,0,0,0,0,1,0
5YJHB6VATGU9,06614db83a194,1,BR,desktop,1,421,5,0,4,0,0,0,0,0,0
VEZ8A32I5GJ6,b4e941d6c8699,1,BR,mobile,2,1566,67,1,59,0,0,0,0,0,0
HZM6J10BSXU6,c11d2c72e5867,1,BR,mobile,1,144,2,0,0,1,0,0,0,0,0
C4ZJBEQJJ2KL,d4823fcf46bd6,1,BR,desktop,1,115,17,0,16,0,0,0,0,0,0
BG2DBO82JCNQ,589885324938d,1,BR,mobile,1,2601,127,1,123,0,0,0,0,0,0
VE7ECRD6SWZX,03af60f5ea4f8,1,BR,desktop,1,582,52,1,36,1,0,9,0,2,0
9WYFW4G43YR8,90b6c07982cd5,1,BR,desktop,1,1,3,0,2,0,0,0,0,0,0
M9OZ382Y9S6T,370ab68d796ff,1,BR,mobile,1,29,10,0,5,0,3,1,0,0,0
U5YFI501HPW5,4a9bcc12fa310,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
M1XZUPLG9CYM,a7320331f65fb,1,BR,mobile,2,563,15,0,3,0,1,2,3,1,1
L120ZAU49F8H,20cfc4aff8e3d,1,BR,desktop,2,859,34,0,29,0,0,1,0,1,0
7YL5IC53AWO4,cc75cde968f6c,1,BR,desktop,2,6996,17,0,2,0,0,0,3,0,1
JLC9OI8FA7V7,6fc8928fec203,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
2Q2Y68MGHW8W,2b1cfad93056b,1,BR,desktop,1,242,127,1,125,0,0,0,0,0,0
CK4DNUNNZ5YI,42c3d355bca16,1,BR,tablet,5,1908,281,0,271,0,1,0,0,6,0
1K7P66F369JI,3df4e76af5427,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
P19IC7MX0XB1,5a365a35e241d,1,BR,desktop,1,976,3,0,0,0,0,0,0,0,0
U9K0H1G4A7UB,841b2afba5452,1,BR,mobile,1,1133,14,1,0,0,4,3,0,1,0
5Z0PNHWUDM5J,b448a84ae1bda,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
M1P7B7Z0HIN0,cd651d83bd7ab,1,BR,mobile,1,49,5,0,3,0,0,0,0,0,0
317C24LWASR7,dab0a913c6bc2,1,BR,desktop,1,8,2,0,0,0,0,0,0,0,0
477A6GX5HRFU,4d2b98724acec,1,BR,mobile,1,99,25,0,23,0,0,0,0,1,0
BCHPX521D06Z,0aa555cd68451,1,BR,mobile,1,352,6,0,4,0,1,0,0,0,0
E03GQ6DSQFS2,010120084cbcf,1,BR,desktop,3,192,4,0,0,0,0,0,0,3,0
T43DWPV2VN20,1a024a217900a,1,BR,desktop,1,41,12,0,11,0,0,0,0,0,0
U11WRUW7E895,fe27bba01750d,1,BR,mobile,2,396,3,0,0,0,0,0,0,2,0
R4YJ0JF68806,2a67b38af61a3,1,BR,mobile,1,58,2,0,0,0,0,0,0,1,0
9THLJCCXRD84,bcb9538b1059a,1,BR,mobile,1,77,6,0,0,0,0,0,0,0,0
HFGDLX9831UU,13d1973c2c3a8,1,BR,mobile,1,2520,2,0,0,0,0,0,0,1,0
NWTBU9MH1P0S,5934d46ff8cff,1,BR,mobile,1,4862,72,0,35,9,8,9,0,3,0
RBVLHODQ7XRS,130a1aae8d159,1,BR,mobile,2,930,13,0,0,0,6,3,0,1,1
35PVO4QL4CNA,bf429c3763b1a,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
066RBICU4KQO,cbc3b3863b056,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
6UK8O5WMW7II,294a4b4e00f5d,1,BR,mobile,1,169,2,0,0,0,0,0,0,0,0
RPORFJ3ELM17,ceb75d6a0c4e3,1,BR,mobile,1,115,3,0,0,0,0,0,0,0,0
K3XBFFP0Y9I7,ff9f90b4ddf69,1,BR,mobile,1,126,2,0,0,0,0,0,1,0,0
17679AJR29SC,3ebeeade635a2,1,BR,mobile,1,891,6,0,0,0,1,0,0,0,2
TY9HKJ9LN06S,c5f17ae5e58a9,1,BR,desktop,1,1071,51,0,46,0,0,0,0,1,0
GYJ7Z995PX2X,9609e26f59ef4,1,BR,mobile,1,152,21,0,19,0,0,0,0,0,0
LWEH8FOONM2J,0942dba091e47,1,BR,mobile,1,240,45,0,44,0,0,0,0,0,0
0AEEMEYGRD76,d86ad76fbd0ed,1,BR,desktop,1,308,39,0,37,0,0,0,1,0,0
3OLJE8OD399G,0be7f4ac9931c,1,BR,mobile,1,112,27,0,26,0,0,0,0,0,0
0J5KKOM2P3WN,4b941112d0f56,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
RKNQN26E54G1,af607d0b1c66f,1,BR,desktop,1,1112,12,0,8,0,0,1,0,0,0
T93O50X3PPCI,9bc0414f330dd,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
VQ2QW51H497H,342d971dd2aef,1,BR,mobile,4,712,13,1,0,0,0,0,2,5,0
EEBKYK97IV03,4eb722a77ab02,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
083LUDLH0P96,fcea634049161,1,BR,desktop,1,1662,140,0,133,0,0,0,0,0,0
06NREMEUO1LJ,7a6150fa13a5c,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
EA6392ADFPZQ,b054f84811861,1,BR,desktop,1,73,14,0,12,0,0,0,0,1,0
DKTOEJXTU53S,efabcf65a3a1f,1,BR,mobile,1,36,4,0,2,0,0,0,0,0,0
Z9452U6G8GKJ,a1214b3179404,1,BR,mobile,1,345,4,1,0,0,0,0,0,0,0
X0QCDAW85VUR,f766bad0ab787,1,BR,desktop,1,35,3,0,0,0,0,0,0,1,0
WEL21FG8GRN4,9be56c8ceef17,1,BR,desktop,1,923,78,3,69,0,0,4,0,0,1
GZ16VKYAABX8,45a45980bb42d,1,BR,desktop,2,440,36,1,31,0,0,0,1,2,0
SMG4XG3W8TCK,4dc6e98f1c9aa,1,BR,desktop,1,299,88,0,85,1,0,0,0,0,0
JSGB3E4RFC29,5a420b2cc3841,1,BR,mobile,1,32,4,0,0,0,2,1,0,0,0
0RWN437EJOKI,c265ca91526c1,1,BR,mobile,3,997,16,0,11,2,0,0,0,1,1
NLK01LLW91ZR,afbc04e7cd64c,1,BR,mobile,2,220,46,0,44,0,0,0,0,1,0
E292NXY3N3MS,a8202273552f8,1,BR,desktop,4,786,29,0,23,0,0,0,0,5,0
4ZFFXX29O82Q,4d9b355e27e1d,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
OZDNN6IV2EYF,6f82ca9e620ae,1,BR,desktop,2,3935,14,0,7,0,0,0,0,2,1
G9S2V3Z9XU4N,ada32da371ca1,1,BR,mobile,2,2131,6,0,2,1,0,0,0,1,0
EDSZ5A7DKHZ7,3233f4459af84,1,BR,mobile,1,133,19,0,18,0,0,0,0,0,0
VVP7D5KMO447,34a775d8d3875,1,BR,tablet,2,349,3,0,0,0,0,0,0,1,0
90SLSJHCER5K,019e2515a706b,1,BR,mobile,1,425,16,1,14,0,0,0,0,0,0
686I8PW57YSU,3839dc0934c48,1,BR,mobile,1,76,3,0,0,0,0,0,0,0,0
DVLCN728JO3Z,7b40c5884d219,1,BR,mobile,1,236,6,0,0,1,0,0,0,0,0
04W0N248Q47Z,b7b3cf431f0b5,1,BR,desktop,2,745,3,0,2,0,0,0,0,0,0
TOSKFHRF1R1M,de752db1052cb,1,BR,mobile,1,161,2,0,0,0,0,0,0,1,0
1W9M5PJNXX35,5b8e4356a6e5c,1,BR,mobile,1,572,5,0,0,0,0,0,0,0,0
F0YQOF8GL9MQ,3e17c2320097a,1,BR,mobile,1,61,3,0,0,1,0,0,0,0,0
ZH9JSBWNDZHJ,558a597103b05,1,BR,desktop,2,2998,7,0,0,2,0,0,0,1,0
GCDWN675IVAA,6bb3f42c5f93e,1,BR,tablet,1,679,70,2,63,1,0,0,0,0,0
T50KIO6Z473R,49cfae5c2115d,1,BR,mobile,2,2191,8,0,0,0,1,0,0,4,0
7C0R07ILUQBY,b03a6cebd86db,1,BR,mobile,1,851,12,0,5,0,0,2,0,0,0
5JHVS7SXRZAE,c6d59d16d0631,1,BR,mobile,1,54,9,1,5,1,0,0,0,0,0
0M8QARRIRE3M,3e7f688aac7c9,1,BR,mobile,1,37,3,0,0,0,0,0,1,0,0
CEW8I7AC46HS,a07cb3eef5c56,1,BR,mobile,1,93,5,0,0,1,0,3,0,0,0
YE4GYT0548B1,ba848474bdec7,1,BR,desktop,2,635,66,0,63,0,0,0,0,2,0
IO515LMP2FET,45fb30d943560,1,BR,mobile,1,484,21,0,14,0,0,0,0,0,0
YAGFFGCQ1WQ7,1a91c3ed7a3d2,1,BR,desktop,3,16174,175,0,126,0,6,37,0,4,0
IMR025P114RC,380090dbb39df,1,BR,mobile,1,116,4,0,0,0,0,0,0,1,0
JXD589S705CC,dd47543b736e8,1,BR,mobile,1,453,9,0,6,0,0,0,0,0,0
56DE68DTBP8T,ff3cbfd602c86,1,BR,desktop,1,2809,37,1,30,1,0,0,0,1,0
IC7OE8A348JA,eda40cb49abe9,1,BR,mobile,1,35,4,0,2,0,0,0,0,0,1
NEE0357HTO3U,ccf3719062a77,1,BR,desktop,2,2130,12,2,0,0,0,1,0,1,3
FNS8ZZM036JZ,81aa2d4dfe42a,1,BR,desktop,1,68,3,0,0,0,0,0,0,1,0
O7N3X6A07FZ9,7b35f77279f57,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
49STZU52H4Q6,5bdb71373d196,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
VB1NSAKR5S8A,6e7947b62a5d5,1,BR,desktop,1,546,56,0,55,0,0,0,0,0,0
L5FT258OTFG8,5ee721d125812,1,BR,mobile,1,59,2,0,0,0,0,0,0,0,0
8TIUUGV37PRE,f4a90f57bcec6,1,BR,mobile,1,1844,50,2,25,4,3,5,1,2,0
L5IF53M2A7RW,9584dc4211546,1,BR,mobile,1,587,14,2,8,2,0,0,0,0,0
7ZPARK0GAT15,c3ba21e14008d,1,BR,mobile,1,131,7,0,4,1,0,0,0,0,0
KJ5ZZ67GKDDJ,c9aaba8b0a412,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
9JNMZM884D1D,c20408050fe18,1,BR,desktop,1,48,2,0,0,0,0,0,1,0,0
FXVND1N60750,d0d346ce5360c,1,BR,desktop,1,1759,20,0,7,3,4,2,1,1,1
F1E9KOEC0SBB,b163a5f022d47,1,BR,mobile,1,91,13,2,4,0,0,0,0,0,0
SAVCFA8A3Y2J,c66e35ae38dcc,1,BR,mobile,1,237,13,3,6,0,0,0,1,0,0
1HJ3YY2ZRD3L,06847e15f06ca,1,BR,desktop,1,49,4,0,0,0,2,1,0,0,0
IBZFTAS7A6G6,0a4066250c8fb,1,BR,desktop,1,60,10,1,0,0,4,2,0,2,0
5C2M5I8KZSD3,3cadf09818645,1,BR,mobile,1,12,3,0,2,0,0,0,0,0,0
9330754YFWQN,57b15e368fdef,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
ZTPI3CWQLHYV,8cef294345f01,1,BR,desktop,1,28,2,0,0,0,0,0,0,0,0
H5ODI342V68R,f7b3068db5dd0,1,BR,mobile,1,819,106,0,99,2,1,0,0,0,0
0J1M6IOP8MGY,c85f9267b4f21,1,BR,desktop,1,3227,118,0,106,0,4,2,0,0,0
KJQF6O9IQKDL,c9d968cde06c8,1,BR,mobile,1,254,5,0,0,0,1,1,0,1,0
P7IAD9FN4LB7,68f44a0e8947b,1,BR,mobile,1,59,5,0,0,0,2,1,0,1,0
XHQJE051THT9,455f912f8511d,1,BR,desktop,1,162,2,0,0,0,0,0,0,0,0
A4OI1Q7I4ZG5,aaeec3d96b99b,1,BR,mobile,1,73,22,0,18,1,0,0,1,0,0
U1UV095H3VGT,e7a1a7ce57c69,1,BR,mobile,2,604,13,1,4,1,0,0,0,2,0
X3RPAQCIUC0R,bd8ecc49447c8,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
BEBBRTYNV4HY,7f014a3a003c2,1,BR,mobile,1,1,2,0,0,0,0,0,0,0,0
3UYCZ744D5L1,e1778bf797256,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
80LO1MRXK83J,335e935b71bea,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
73GHVQSYNIS9,b331d102068d6,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
PR7NXZX5JCH3,f19468de14ddd,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
TRP1MFP1X2YH,6be4cfbf9ce90,1,BR,desktop,1,1002,6,4,0,0,0,0,0,0,0
AZQR93V12SC2,748d293a09af1,1,BR,mobile,2,847,4,0,0,0,0,0,0,1,0
U19M8TD08F15,70f190e7e3194,1,BR,mobile,1,489,4,0,0,1,0,0,0,0,0
BKKUXIE3YCW6,3a9dd2175d083,1,BR,desktop,1,659,17,0,7,0,0,3,0,1,2
Y7645M5RVI61,c5700dde5ecb4,1,BR,desktop,1,159,25,0,0,0,0,22,0,2,0
AIYMRDJVYLD9,3e7f32f18fd90,1,BR,mobile,2,81,3,0,0,0,0,0,0,2,0
UBYPHKNL8KR8,0c6ff7bf48cbd,1,BR,mobile,1,2919,81,3,61,6,2,1,0,3,0
1TPGO5S1R52P,cc2da0c86c020,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
NQLHQ2PWP56F,a6eabddb4e809,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
Q53DWWLX3QY2,5e4aa93e97b39,1,BR,desktop,1,114,36,0,34,0,0,0,0,0,0
AZRFM01V4PN6,28880e23a282a,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
0CV6WT6TT9JU,442b7b41d1522,1,BR,mobile,1,525,92,0,84,1,1,0,1,1,0
847Q0GDOBLUY,f098a4ae9a3a2,1,BR,desktop,1,1723,46,0,31,0,0,1,7,0,0
Q9F827CX49YZ,bc3031ba5b310,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
GF6QXW6XU5TV,a717ec6db8056,1,BR,mobile,1,82,6,0,2,0,2,1,0,0,0
8JKKFD5GKSQD,f03553076cf30,1,BR,mobile,1,225,3,0,0,0,0,0,0,0,0
JJ7NRROZAZXO,e5c7c9a388261,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
4G095L8KV063,ab9b898e0c639,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
RZ86QDTO1REJ,d250c473b48bb,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
PUYL0H138A7R,aab6934c06801,1,BR,desktop,1,315,2,0,0,0,0,0,0,0,0
N79UKY04L93K,66787d3c60405,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
R7VX4T0505V7,f4c5bc636bb18,1,BR,desktop,1,474,26,0,22,0,0,0,1,0,0
X2K647P60DER,8f8fb94e6fae3,1,BR,mobile,1,31,2,0,0,0,0,0,0,0,0
FRKXCG15U219,8de54144fbec3,1,BR,mobile,1,1596,9,1,4,0,0,0,0,0,0
4P2OTQ49D31N,79b30e9bb2972,1,BR,mobile,2,89,3,0,0,0,0,0,0,2,0
9ZMZTT98HB1Q,4e0e83f10806b,1,BR,desktop,1,216,6,0,4,0,0,0,0,0,0
60Y6OYRPKG3U,b02aa03f695ba,1,BR,mobile,1,42,2,0,0,0,0,0,1,0,0
X2XGW2PP71BU,6846db93a17b7,1,BR,mobile,2,3273,241,3,218,8,4,2,0,0,0
672W7H2ZC1WX,fc26a806087eb,1,BR,mobile,1,46,4,0,2,0,0,0,0,1,0
WNASFVOCAS95,5687d9389429d,1,BR,mobile,1,2393,5,0,0,0,0,0,0,1,0
W5FX9MWHKNHV,1686996ce770f,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
CPOR45AQO6N7,d2f6e50d8dec5,1,BR,mobile,1,95,51,0,47,1,0,0,0,0,0
NK3QF7X71SP1,5cf07411fe0b1,1,BR,mobile,1,270,3,0,0,0,0,0,0,2,0
GW9148T17W98,ca6cb1957daba,1,BR,mobile,1,90,2,0,0,0,0,0,0,1,0
UB98YL0HXSG1,b642afac7f800,1,BR,mobile,1,27,3,0,0,1,0,0,1,0,0
1O8862SSJUQ4,56a9b4628dd68,1,BR,mobile,2,409,8,0,6,0,0,0,0,1,0
34G0O0S45BBM,ecf7bd86abbc6,1,BR,mobile,1,36,3,0,2,0,0,0,0,0,0
T567SPAN6YYR,8da17ec5888b7,1,BR,mobile,1,0,1,0,0,0,0,0,0,0,0
ULCNXPCQGYFS,8590ef87810bb,1,BR,mobile,1,443,36,0,31,1,0,0,0,1,0
U9B6285IFW6W,fce8a89907825,1,BR,desktop,1,139,6,0,0,0,0,4,0,0,0
1M5K2J983N2W,4ddc6c119cd1c,1,BR,mobile,1,438,30,0,28,0,0,0,0,0,0
LJEAZ584F7UB,897909b39db05,1,BR,desktop,1,1252,11,0,0,0,4,2,0,2,0
49X757AP7OZ3,64c04af68b2f4,1,BR,mobile,3,840,169,2,156,1,0,0,1,1,1
9NG0FD71E1Y1,abdb0af0162c9,1,BR,mobile,1,184,2,0,0,0,0,0,0,0,0
IO08TDOKSN3B,edcb179270012,1,BR,desktop,1,102,4,0,0,0,1,1,0,1,0
K659JHBNFUK5,387172164e743,1,BR,desktop,1,866,2,0,0,0,0,0,0,0,0
MQ7WS21J6Y3I,e3f1757b752e1,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
HD9A65G0WMLL,775aa191ace41,1,BR,mobile,1,20,2,0,0,1,0,0,0,0,0
RBZJU9TBSAFA,92367a1f0ad00,1,BR,desktop,2,172,3,0,0,0,0,0,1,1,0
MYJVD3V8H0R7,1ce211816ae60,1,BR,mobile,1,0,2,0,0,0,0,0,0,0,0
GRFY14E4AD5N,2a0cd2790b7a5,1,BR,desktop,1,428,98,0,97,0,0,0,0,0,0
488CB5DCKAR0,af28d8d497c88,1,BR,mobile,1,661,6,0,0,0,0,0,0,0,3
25U0BZ896QN3,56c595b43b8e1,1,BR,mobile,1,57,2,0,0,0,0,0,0,0,0
B108Y2ITKW01,63bc904cbc1a1,1,BR,mobile,1,146,3,1,0,0,0,0,0,0,0
E476RGJH7R9V,106f5ef9d2c8c,1,BR,desktop,1,0,1,0,0,0,0,0,0,0,0
38S0MV6X34DQ,b97c76ab27022,1,BR,mobile,1,181,19,0,13,1,0,1,0,0,0
1Y8R6CLB1DCX,362902fddd489,1,BR,mobile,2,412,37,1,30,1,1,0,0,0,1
